	c6d03bd4-42cd-445a-9222-7ea265bd103f
	tumor
MIR1288	0
MIR1289-1	0
MIR1289-2	0
MIR1290	0
MIR1291	0.650238836
MIR129-1	0
MIR129-2	0
MIR1293	0
MIR1294	0
MIR1295A	0
MIR1296	0
MIR1298	0
MIR1299	0
MIR1301	0
MIR1302-2HG	0
MIR1302-3	0
MIR1302-4	0
MIR1302-5	0
MIR1302-6	0
MIR1302-7	0
MIR1302-8	0
MIR1303	0
MIR1305	0
MIR130A	0
MIR132	0
MIR1323	0
MIR133A1HG	0.01664231
MIR133B	0
MIR134	0
MIR1343	0
MIR135A1	0.269728702
MIR135A2	0
MIR135B	0
MIR136	0
MIR137HG	0
MIR138-1	0
MIR138-2	0
MIR139	0
MIR140	0
MIR141	0
MIR145	0
MIR1468	0
MIR146B	0
MIR1470	0
MIR1471	0
MIR147A	0
MIR148A	0
MIR148B	0
MIR149	0
MIR150	0
MIR151A	0
MIR151B	0
MIR152	0
MIR153-1	0
MIR153-2	0
MIR1537	0
MIR1538	0
MIR154	0
MIR155HG	0.728267497
MIR1587	0
MIR15B	0
MIR16-1	0
MIR16-2	0
MIR17HG	0.090373019
MIR181A1	0
MIR181A1HG	0.01493882
MIR181A2	0
MIR181A2HG	0.256690457
MIR181B1	0
MIR181B2	0
MIR181C	0
MIR181D	0
MIR182	0
MIR1827	0.373470511
MIR183	0
MIR184	0
MIR185	0
MIR186	1.129096894
MIR187	0
MIR188	0
MIR190A	0
MIR190B	0
MIR191	0
MIR1911	0
MIR1912	0
MIR1913	0
MIR1915	0
MIR193A	0.2758589
MIR193B	0
MIR193BHG	1.015577705
MIR194-1	0
MIR194-2HG	0.013312631
MIR196A1	0.346794046
MIR196A2	0
MIR1972-1	0
MIR1972-2	0
MIR1976	0
MIR199A1	0
MIR199A2	0
MIR199B	0
MIR200A	0
MIR200B	0
MIR200C	0
MIR200CHG	3.051787605
MIR202HG	0
MIR203A	0
MIR204	0
MIR2052HG	0.35920512
MIR2053	0
MIR205HG	41.35405635
MIR206	0
MIR208A	0
MIR208B	0
MIR210	0.882748481
MIR210HG	6.599695394
MIR211	0
MIR2113	0
MIR2114	0
MIR2115	0
MIR2116	0
MIR2117HG	1.05546014
MIR212	0
MIR215	0
MIR216A	0
MIR216B	0
MIR217	0
MIR217HG	0
MIR218-1	0.22068712
MIR218-2	0
MIR219A1	0
MIR221	0
MIR222	0
MIR222HG	0.444543894
MIR2276	0
MIR2278	0
MIR22HG	4.471390077
MIR2355	0
MIR2392	0
MIR23A	0.665084472
MIR23B	0
MIR23C	0
MIR2467	0
MIR25	0.866985115
MIR2681	0
MIR26A1	0
MIR26A2	0
MIR26B	0
MIR27A	0.311225426
MIR27B	0
MIR28	0
MIR2909	0
MIR297	0
MIR298	0
MIR299	0
MIR29B2CHG	0.124132097
MIR300	0
MIR301A	0
MIR301B	0
MIR302A	0
MIR302C	0
MIR302D	0
MIR302E	0
MIR3065	0
MIR3074	0
MIR30A	0
MIR30B	0
MIR30C1	0
MIR30C2	0
MIR30D	0
MIR30E	0
MIR31	0
MIR3115	0
MIR3116-1	0
MIR3117	0
MIR3118-1	0
MIR3118-2	0
MIR3118-3	0
MIR3118-4	0
MIR3119-2	0
MIR3121	0
MIR3122	0.332542236
MIR3123	0
MIR3124	0
MIR3125	0
MIR3126	0
MIR3127	0
MIR3128	0.367811867
MIR3129	0
MIR3130-2	0
MIR3131	0
MIR3132	0
MIR3133	0
MIR3134	0
MIR3135A	0
MIR3135B	0
MIR3136	0
MIR3137	0.323674443
MIR3138	0
MIR3139	0
MIR3140	0
MIR3141	0
MIR3142	0
MIR3142HG	0.073850101
MIR3143	0
MIR3144	0
MIR3145	0
MIR3146	0
MIR3147	0
MIR3148	0
MIR3149	0
MIR3150BHG	0.008411498
MIR3151	0
MIR3152	0
MIR3153	1.184174791
MIR3154	0
MIR3155A	0
MIR3156-1	0
MIR3156-2	0
MIR3156-3	0
MIR3157	0
MIR3158-1	0
MIR3159	0
MIR3160-1	0
MIR3161	0
MIR3162	0
MIR3163	0
MIR3164	0
MIR3165	0
MIR3166	0
MIR3167	0
MIR3168	0
MIR3169	0
MIR3170	0
MIR3171	0
MIR3173	0
MIR3174	0
MIR3176	0
MIR3177	0
MIR3178	0
MIR3179-2	0
MIR3179-3	0
MIR3179-4	0
MIR3180-1	0
MIR3180-2	0
MIR3180-3	0
MIR3180-4	0
MIR3180-5	0
MIR3181	0
MIR3182	0
MIR3183	0
MIR3185	0
MIR3186	0
MIR3187	0
MIR3188	0
MIR3189	0.665084472
MIR3190	0
MIR3192	0
MIR3193	0
MIR3194	0
MIR3195	0
MIR3196	0
MIR3197	0
MIR3198-1	0
MIR3199-1	0
MIR31HG	0
MIR32	0
MIR3200	0
MIR3201	0
MIR3202-1	0
MIR320A	0.296043698
MIR320B1	0
MIR320B2	0
MIR320C1	0
MIR320C2	0
MIR320D1	0
MIR320D2	0
MIR320E	1.083731394
MIR323A	0
MIR323B	0
MIR324	0
MIR325	0
MIR326	0
MIR328	0
MIR329-1	0
MIR329-2	0
MIR331	0.656096844
MIR335	0
MIR337	0
MIR339	0
MIR33A	0
MIR33B	0
MIR340	0
MIR342	0
MIR345	0
MIR346	0
MIR34AHG	0.323674443
MIR34B	0
MIR34C	0.899095675
MIR3591	0
MIR3609	0
MIR361	0
MIR3611	0
MIR3612	0
MIR3613	0.279029692
MIR3616	0
MIR3617	0
MIR3619	0
MIR362	0
MIR3621	0
MIR3622B	0
MIR3646	0
MIR3648-1	0
MIR3648-2	0
MIR3649	0
MIR3650	0
MIR3651	0
MIR3653	2.206871202
MIR3657	0.207483617
MIR3659	0
MIR365A	0
MIR3660	0
MIR3661	0
MIR3663	0
MIR3663HG	0
MIR3664	0
MIR3665	0
MIR3666	0
MIR3667	0
MIR3668	0
MIR367	0
MIR3670-1	0
MIR3670-2	0
MIR3670-3	0
MIR3670-4	0
MIR3671	0.5517178
MIR3672	0
MIR3675	0
MIR3677	0
MIR3678	0
MIR3679	0
MIR3680-1	0
MIR3680-2	0.558059384
MIR3681	0
MIR3681HG	0.031315252
MIR3682	1.444975192
MIR3683	0
MIR3684	0
MIR3685	0.78308333
MIR3686	0
MIR3687-1	0
MIR3687-2	0
MIR3688-1	0
MIR3689A	0
MIR3689B	0
MIR3689C	0
MIR3689D1	0
MIR3689D2	0
MIR3689E	0
MIR3689F	0
MIR369	0
MIR3690	0.323674443
MIR3691	0
MIR3692	0
MIR370	0
MIR3713	0
MIR371A	0
MIR372	0
MIR373	0
MIR374A	0
MIR374B	0
MIR375	0
MIR377	0
MIR378A	0.650238836
MIR378B	0
MIR378C	0
MIR378D1	0
MIR378E	0
MIR378F	0.311225426
MIR378G	0
MIR378H	0.292476906
MIR378J	0.445423545
MIR379	0
MIR380	0
MIR381	0
MIR381HG	0
MIR383	0
MIR3907	0.160765452
MIR3908	0
MIR3909	0
MIR3910-1	0
MIR3912	0
MIR3913-1	0
MIR3914-1	0
MIR3915	0
MIR3918	0
MIR3919	0
MIR3920	0
MIR3921	0
MIR3922	0
MIR3923	0
MIR3924	0
MIR3925	0
MIR3926-1	0
MIR3927	0
MIR3928	0
MIR3929	0
MIR3934	0
MIR3935	0
MIR3936	0.44137424
MIR3936HG	0.526806496
MIR3937	0
MIR3938	0
MIR3939	0
MIR3941	0
MIR3942	0
MIR3943	0
MIR3944	0
MIR3945	0
MIR3945HG	0.123101335
MIR3972	0
MIR3973	0
MIR3976	0
MIR3976HG	0
MIR3978	0
MIR409	0
MIR410	0
MIR411	0
MIR412	0
MIR421	0
MIR422A	0
MIR425	0
MIR4252	0
MIR4253	0
MIR4254	0
MIR4255	0
MIR4257	0
MIR4258	0.533529301
MIR4259	0
MIR4261	0
MIR4262	0
MIR4263	3.509722875
MIR4264	0
MIR4265	0
MIR4266	0
MIR4267	0
MIR4268	0
MIR4269	0
MIR4270	0
MIR4271	0
MIR4273	0
MIR4274	0
MIR4276	0
MIR4277	0
MIR4279	0
MIR4280	0
MIR4281	0
MIR4282	0
MIR4283-1	0
MIR4283-2	0
MIR4284	0
MIR4285	0
MIR4286	0
MIR4287	0
MIR4288	0
MIR4289	0
MIR429	1.169907625
MIR4290	0
MIR4290HG	0
MIR4291	0
MIR4292	2.173932825
MIR4293	0
MIR4294	0
MIR4295	0
MIR4296	0
MIR4297	0
MIR4298	0
MIR4299	0
MIR4300	0
MIR4300HG	0.105546014
MIR4301	0
MIR4303	0
MIR4304	0
MIR4305	0
MIR4306	0
MIR4307	0
MIR4307HG	0
MIR4308	0
MIR4309	0
MIR431	0
MIR4310	0
MIR4311	0
MIR4312	0
MIR4314	0
MIR4316	0
MIR4318	0
MIR4319	0.285595097
MIR432	0
MIR4322	0
MIR4323	0
MIR4324	0
MIR4325	0
MIR4326	0
MIR4327	0
MIR433	0
MIR4330	0
MIR4417	0
MIR4418	0
MIR4419A	0
MIR4419B	0
MIR4420	0.315267315
MIR4421	0
MIR4422	0
MIR4422HG	0
MIR4423	0
MIR4424	0
MIR4425	0
MIR4427	0
MIR4428	0
MIR4429	0
MIR4431	0
MIR4432	0
MIR4432HG	0
MIR4433B	0
MIR4435-1	0
MIR4435-2	0
MIR4435-2HG	5.452010396
MIR4436A	0
MIR4436B1	0
MIR4436B2	0
MIR4437	0
MIR4438	0
MIR4439	0
MIR4440	0
MIR4441	0
MIR4443	0
MIR4444-2	0
MIR4445	0
MIR4446	0
MIR4447	0
MIR4448	0
MIR4449	0
MIR4450	0
MIR4451	0.224773919
MIR4452	0
MIR4453HG	0.841553552
MIR4455	0
MIR4456	0
MIR4457	0
MIR4458HG	0.693747942
MIR4459	0
MIR4460	0
MIR4461	0
MIR4462	0
MIR4463	0
MIR4464	0
MIR4465	0
MIR4466	0
MIR4470	0
MIR4471	0
MIR4472-1	0
MIR4472-2	0
MIR4473	0
MIR4474	0
MIR4475	0
MIR4476	0
MIR4477A	0
MIR4477B	1.198794233
MIR4478	0
MIR4479	0
MIR448	0
MIR4480	0
MIR4482	0.693588092
MIR4484	0
MIR4486	0
MIR4487	0
MIR4488	0
MIR4489	0
MIR4490	0
MIR4491	0
MIR4492	0
MIR4493	0
MIR4494	0
MIR4495	0
MIR4497	0
MIR4498	0
MIR4499	0
MIR449A	0
MIR449B	0
MIR449C	0
MIR4500	0
MIR4500HG	0.007416921
MIR4502	0
MIR4503	0
MIR4504	0
MIR4505	0
MIR4506	0
MIR4507	0
MIR4508	0
MIR4509-1	0
MIR4509-2	0
MIR4509-3	0
MIR450A1	0
MIR450A2	0
MIR450B	0
MIR4510	0
MIR4511	0
MIR4512	0
MIR4513	0
MIR4514	0
MIR4515	0
MIR4516	0
MIR4518	0
MIR4519	0
MIR4520-1	0
MIR4522	0
MIR4524B	0
MIR4525	0
MIR4526	0
MIR4527	0
MIR4527HG	0
MIR4528	0
MIR4529	0
MIR4530	0
MIR4532	0
MIR4533	0
MIR4535	0
MIR4536-2	0
MIR4537	0
MIR4538	0
MIR4539	0.404593054
MIR454	0
MIR4540	0
MIR455	0
MIR4632	0
MIR4633	0
MIR4634	0
MIR4635	0
MIR4636	0
MIR4637	0
MIR4638	0
MIR4639	0
MIR4641	0
MIR4642	0
MIR4643	0
MIR4644	0
MIR4645	1.261069258
MIR4646	0
MIR4648	0
MIR4650-1	0
MIR4650-2	0
MIR4652	0
MIR4653	2.047338344
MIR4654	0
MIR4655	0
MIR4656	0
MIR4659A	0
MIR466	0
MIR4660	0
MIR4661	0
MIR4662B	0
MIR4663	0
MIR4664	1.025728868
MIR4665	0
MIR4666A	0
MIR4666B	0
MIR4667	0
MIR4668	0.346794046
MIR4669	0.391541665
MIR4670	0
MIR4671	0
MIR4672	0
MIR4673	0
MIR4674	0
MIR4675	0
MIR4676	0
MIR4677	0
MIR4679-2	0
MIR4681	0
MIR4682	0
MIR4684	0
MIR4685	0
MIR4686	0
MIR4688	0
MIR4689	0
MIR4690	0
MIR4692	0
MIR4693	0
MIR4694	0
MIR4695	0
MIR4696	0
MIR4697HG	0.014102779
MIR4698	0
MIR4699	0
MIR4701	0
MIR4703	0
MIR4704	0
MIR4705	0
MIR4706	0.296043698
MIR4708	0
MIR4710	0
MIR4711	0
MIR4713	0
MIR4713HG	0.259631906
MIR4714	0
MIR4715	0
MIR4716	0
MIR4717	0
MIR4718	0
MIR4719	0
MIR4725	0
MIR4726	0
MIR4727	0
MIR4728	0
MIR4729	0
MIR4730	0
MIR4731	0
MIR4733	0
MIR4734	0
MIR4735	0
MIR4736	0
MIR4737	0.299698558
MIR4739	0
MIR4740	0.385326718
MIR4742	0
MIR4743	0
MIR4744	0
MIR4746	0
MIR4747	0
MIR4748	0
MIR4749	0
MIR4752	0
MIR4753	0
MIR4754	0
MIR4755	0
MIR4756	0
MIR4757	0
MIR4759	0
MIR4760	0
MIR4762	0
MIR4764	0
MIR4765	0
MIR4766	0
MIR4767	0.933676278
MIR4768	0.656096844
MIR4769	0
MIR4770	0
MIR4771-1	0
MIR4771-2	0
MIR4772	0
MIR4773-1	0
MIR4774	0
MIR4776-1	0
MIR4777	0
MIR4778	0
MIR4779	0
MIR4780	0
MIR4782	0.224773919
MIR4783	0
MIR4786	0
MIR4787	0
MIR4789	0
MIR4790	0
MIR4791	0
MIR4792	0
MIR4794	0
MIR4795	0
MIR4796	0
MIR4797	0
MIR4798	0
MIR4799	0
MIR4801	0
MIR4802	0
MIR4803	0
MIR4804	0
MIR483	0
MIR485	0
MIR486-1	0
MIR487A	0
MIR487B	0
MIR488	0
MIR489	0
MIR490	0
MIR491	0
MIR493	0
MIR494	0
MIR495	0
MIR496	0
MIR497HG	0.107414085
MIR498	0
MIR4999	0.266764651
MIR499A	0
MIR5000	0
MIR5002	0
MIR5003	0
MIR5007	0
MIR5008	0
MIR5009	0
MIR500A	0
MIR500B	0
MIR501	0
MIR5011	0
MIR502	0
MIR503	0
MIR503HG	0.303806465
MIR504	0
MIR505	0
MIR506	0
MIR507	0
MIR508	0
MIR5088	0
MIR5089	0
MIR5091	0
MIR509-1	0
MIR5092	0
MIR509-2	0
MIR5093	0
MIR509-3	0
MIR5094	0.285595097
MIR5095	0
MIR5096	0
MIR510	0
MIR5100	0
MIR511	0
MIR512-1	0
MIR512-2	0
MIR513A1	0
MIR513A2	0
MIR513B	0
MIR513C	0
MIR514A1	0
MIR514A2	0
MIR514A3	0
MIR514B	0
MIR515-1	0
MIR515-2	0
MIR516A1	0
MIR516A2	0
MIR516B1	0
MIR516B2	0
MIR517A	0
MIR517B	0
MIR517C	0
MIR5186	0
MIR5188	0.21482817
MIR5189	0
MIR518A1	0
MIR518A2	0
MIR518B	0
MIR518E	0
MIR518F	0
MIR5190	0
MIR5191	0
MIR5192	0
MIR5194	0.202296527
MIR5195	0.422184056
MIR5197	0
MIR519A1	0
MIR519B	0
MIR519C	0
MIR519D	0
MIR519E	0
MIR520A	0
MIR520B	0
MIR520C	0
MIR520D	0
MIR520E	0
MIR520G	0
MIR520H	0
MIR521-1	0
MIR521-2	0
MIR525	0
MIR526A1	0
MIR526A2	0
MIR526B	0
MIR527	0
MIR532	0
MIR539	0
MIR541	0
MIR542	0
MIR543	0
MIR544A	0
MIR544B	0
MIR545	0
MIR548A1	0
MIR548A2	0
MIR548A3	0
MIR548AA1	0.500527489
MIR548AA2	1.001054978
MIR548AB	0
MIR548AC	0
MIR548AD	0
MIR548AE1	0
MIR548AE2	0
MIR548AG1	0
MIR548AG2	0
MIR548AI	0
MIR548AJ1	0
MIR548AJ2	0
MIR548AK	0
MIR548AL	0
MIR548AM	0
MIR548AN	0
MIR548AO	0
MIR548AP	0
MIR548AQ	0
MIR548AR	0
MIR548AS	0
MIR548AT	0
MIR548AV	0
MIR548AW	0
MIR548AX	0
MIR548AY	0
MIR548AZ	0
MIR548B	0
MIR548BA	0
MIR548BB	0
MIR548C	0
MIR548D2	0
MIR548E	0
MIR548F1	0
MIR548F2	0
MIR548F3	0
MIR548F4	0
MIR548F5	0
MIR548G	0
MIR548H1	0.237995914
MIR548H2	0
MIR548H3	0.205725282
MIR548H4	0
MIR548H5	0
MIR548I1	0
MIR548I2	0
MIR548I3	0
MIR548I4	0
MIR548J	0
MIR548K	0
MIR548L	0
MIR548M	0
MIR548N	0
MIR548O	0.212943712
MIR548O2	0
MIR548P	0
MIR548Q	0
MIR548S	0
MIR548T	0
MIR548U	0
MIR548V	0
MIR548W	0
MIR548X	0
MIR548X2	0
MIR548XHG	0.033391449
MIR548Y	0
MIR548Z	0
MIR549A	0
MIR550A1	0
MIR550A2	0
MIR550A3	0
MIR551A	0
MIR551B	0
MIR552	0
MIR553	0
MIR554	2.528706585
MIR556	0.222711773
MIR557	0
MIR5571	0
MIR5579	0
MIR558	0.258250885
MIR5580	0
MIR5581	0
MIR5582	0
MIR5583-1	0
MIR5584	0
MIR5585	0
MIR5586	0
MIR5587	0
MIR5588	0
MIR5589	0
MIR559	0
MIR5590	0
MIR5591	0
MIR561	0
MIR562	0
MIR563	0
MIR566	0
MIR567	0
MIR5680	0
MIR5681A	0
MIR5682	0
MIR5684	0
MIR5685	0
MIR5687	0
MIR5688	0
MIR5689	0
MIR5689HG	0
MIR569	0
MIR5690	0
MIR5691	0
MIR5692A1	0
MIR5692A2	0
MIR5692B	0.279029692
MIR5692C1	0
MIR5692C2	0
MIR5693	0
MIR5694	0
MIR5695	0
MIR5696	0
MIR5697	0
MIR5698	0
MIR5699	0
MIR570	5.505802379
MIR5700	0
MIR5701-1	0
MIR5701-2	0
MIR5701-3	0
MIR5702	0
MIR5704	0
MIR5705	0
MIR5706	0
MIR5707	0
MIR5708	0
MIR571	0
MIR572	0
MIR573	0
MIR5739	0
MIR574	0.252870659
MIR575	0
MIR576	0
MIR577	0
MIR578	0
MIR5787	0
MIR579	0
MIR580	0
MIR581	0
MIR582	0
MIR583	0
MIR583HG	0.172411813
MIR584	0
MIR585	0
MIR586	0
MIR587	0
MIR588	0
MIR589	0.245207911
MIR590	0
MIR591	0
MIR592	0
MIR593	0
MIR595	0
MIR596	0
MIR597	0
MIR598	0
MIR599	0
MIR600HG	0.356993871
MIR601	0.307285864
MIR602	0
MIR603	0
MIR604	0
MIR605	0
MIR606	0
MIR6068	0
MIR6069	0
MIR607	0
MIR6070	0
MIR6071	0
MIR6072	0
MIR6074	0
MIR6075	0
MIR6076	0
MIR6077	0
MIR6078	0
MIR608	0
MIR6080	0
MIR6081	0
MIR6082	0
MIR6083	0
MIR6085	0
MIR6087	0
MIR6088	0
MIR6089	0.379305988
MIR609	0
MIR6090	0
MIR610	0
MIR6124	0.285595097
MIR6126	0
MIR6127	0
MIR6128	0
MIR6129	0
MIR613	0
MIR6130	0
MIR6131	0
MIR6133	0
MIR6134	0
MIR615	0
MIR616	1.001054978
MIR6165	0
MIR617	0
MIR618	0
MIR619	0
MIR620	0
MIR621	12.64353293
MIR623	0
MIR624	0
MIR625	0
MIR626	0
MIR627	0
MIR629	0
MIR633	0
MIR634	0
MIR635	1.238550164
MIR638	0
MIR640	0
MIR641	0
MIR642A	0
MIR643	0.250263745
MIR644A	0
MIR645	0
MIR646	0
MIR646HG	0.018902537
MIR647	1.264353293
MIR648	0
MIR649	0
MIR6499	0
MIR6500	0
MIR6503	0
MIR6504	0
MIR6505	0
MIR6507	0
MIR6508	0
MIR6509	0
MIR651	0
MIR6511A1	0
MIR6511A2	0
MIR6511A3	0
MIR6511A4	0
MIR6512	0.315267315
MIR6514	0
MIR6515	0
MIR652	0
MIR653	0
MIR654	0
MIR655	0
MIR656	0
MIR657	0
MIR659	0
MIR660	0
MIR661	0
MIR662	0
MIR663AHG	0.00924432
MIR663B	0
MIR664A	0
MIR668	0
MIR670	0
MIR670HG	0
MIR6715A	0
MIR6718	0
MIR6719	0
MIR6720	0
MIR6722	0
MIR6723	0
MIR6724-1	0
MIR6724-2	0.52773007
MIR6724-3	0
MIR6724-4	1.319325175
MIR6726	0
MIR6728	0
MIR6729	0
MIR6730	1.086966413
MIR6731	0
MIR6735	0
MIR6736	0
MIR6737	0
MIR6738	0
MIR6739	0
MIR6740	0
MIR6744	0
MIR6745	0
MIR6746	0.385326718
MIR6747	0
MIR6749	0.351820047
MIR6750	0
MIR6752	0
MIR6753	0.444065547
MIR6754	0
MIR6757	0
MIR676	0
MIR6760	0
MIR6761	0
MIR6762	0.282274223
MIR6763	0
MIR6765	0
MIR6766	0
MIR6768	0
MIR6769A	0
MIR6769B	0
MIR6770-1	0
MIR6770-2	0
MIR6770-3	0
MIR6771	0
MIR6772	0.379305988
MIR6774	0.346794046
MIR6775	0
MIR6776	0
MIR6777	0
MIR6779	0
MIR6780A	0
MIR6780B	0
MIR6781	0
MIR6782	0
MIR6783	0
MIR6784	0
MIR6786	0
MIR6788	0
MIR6790	0
MIR6792	0
MIR6793	0
MIR6794	0
MIR6795	0
MIR6796	0
MIR6797	0.337160878
MIR6798	0
MIR6799	0
MIR6801	0
MIR6802	0
MIR6803	0
MIR6804	0
MIR6806	0
MIR6807	0
MIR6809	0
MIR6810	0
MIR6811	0
MIR6812	0
MIR6813	0
MIR6814	0.346794046
MIR6815	0
MIR6816	0
MIR6817	0
MIR6818	0
MIR6819	0.795920761
MIR6821	0
MIR6823	0
MIR6825	0
MIR6826	0
MIR6827	0
MIR6829	0.362322138
MIR6832	0
MIR6833	0
MIR6835	0.379305988
MIR6839	0
MIR6842	0
MIR6846	0
MIR6851	0
MIR6853	0
MIR6854	0
MIR6855	0
MIR6856	0
MIR6857	0
MIR6858	0
MIR6859-1	0
MIR6859-2	0
MIR6859-3	0
MIR6859-4	0
MIR6862-1	0
MIR6862-2	0
MIR6864	0
MIR6865	0
MIR6867	0
MIR6868	0
MIR6870	0
MIR6871	0
MIR6876	0
MIR6877	0
MIR6879	0
MIR6880	0
MIR6881	0
MIR6882	0
MIR6885	0
MIR6888	0
MIR6889	0
MIR6891	0
MIR6892	0
MIR6893	0
MIR6894	0
MIR6895	0
MIR708	0.2758589
MIR7106	0
MIR7111	0
MIR7150	0
MIR7151	0
MIR7152	0
MIR7154	0
MIR7155	0
MIR7156	0
MIR7158	0
MIR7159	0
MIR7160	0
MIR7161	0
MIR7-2	0
MIR7-3	0
MIR7-3HG	0.021597494
MIR744	0.247710033
MIR7515HG	0
MIR758	0
MIR759	0
MIR760	0.224773919
MIR762	0
MIR762HG	0.936248389
MIR764	0
MIR7641-1	0
MIR7641-2	0
MIR765	0.212943712
MIR766	0.216746279
MIR767	0
MIR769	0
MIR770	0
MIR7702	0
MIR7843	0
MIR7845	0
MIR7848	0.240352309
MIR7849	0.229014936
MIR7850	0
MIR7851	0.151722395
MIR7852	0
MIR7853	0
MIR7854	0
MIR7856	0
MIR7973-1	0
MIR7974	0
MIR7975	0
MIR7976	0
MIR802	0
MIR8052	0
MIR8053	0
MIR8054	0
MIR8055	0.250263745
MIR8056	0
MIR8057	0
MIR8058	0
MIR8059	0
MIR8060	0
MIR8061	0
MIR8062	0
MIR8063	0
MIR8064	0
MIR8065	0
MIR8066	0
MIR8067	0
MIR8068	0
MIR8069-2	0
MIR8070	0
MIR8071-1	0.746941022
MIR8071-2	1.120411533
MIR8073	0
MIR8074	0
MIR8075	0
MIR8076	0
MIR8077	0
MIR8078	0.288995038
MIR8079	0
MIR8080	0
MIR8081	0
MIR8082	0
MIR8083	0
MIR8084	0
MIR8086	0
MIR8087	0
MIR8088	0
MIR8089	0
MIR8485	0
MIR873	0
MIR874	0
MIR875	0
MIR876	0
MIR877	0
MIR885	0
MIR887	0
MIR888	0
MIR889	0
MIR890	0
MIR891A	0
MIR891B	0
MIR892A	0
MIR892B	0
MIR892C	0
MIR9-1	0
MIR920	0
MIR921	0
MIR93	0
MIR933	0.315267315
MIR934	0
MIR938	0
MIR9-3HG	0.187120807
MIR941-2	0
MIR941-4	0
MIR941-5	0
MIR942	0
MIR944	0
MIR95	0
MIR96	0
MIR98	0
MIR99A	0
MIR99AHG	0.079404052
MIR99B	0
MIRLET7A1	0
MIRLET7A2	0
MIRLET7BHG	0.161046118
MIRLET7C	0
MIRLET7D	0.231196031
MIRLET7DHG	0
MIRLET7E	0
MIRLET7F1	0
MIRLET7F2	0
MIRLET7G	0
MIRLET7I	0.224773919
MIS12	9.988591258
MIS18A	5.77654621
MIS18A-AS1	0.031567729
MIS18BP1	3.627743156
MISP	5.064572299
MISP3	0.742498722
MITD1	3.603274722
MITF	0.617604856
MIXL1	0.382857892
MKI67	4.05635575
MKI67P1	0
MKKS	9.07759476
MKL1	5.574338709
MKL2	1.543398764
MKLN1	3.645673081
MKLN1-AS	0.590124675
MKNK1	8.380641245
MKNK1-AS1	0.089357975
MKNK2	34.09089756
MKNK2P1	0.038655387
MKRN1	22.86926216
MKRN2	10.21995234
MKRN2OS	0.570721749
MKRN3	0.351574491
MKRN3-AS1	0
MKRN4P	0.015960278
MKRN5P	0.016547773
MKRN7P	0
MKRN9P	0.010089602
MKS1	2.315645383
MKX	0.047297775
MKX-AS1	0
MLANA	0.055118094
MLC1	0.090390815
MLEC	15.93818598
MLECP1	0
MLF1	18.03834315
MLF2	70.20080056
MLH1	8.87309681
MLH3	3.738724284
MLIP	0.299575276
MLIP-AS1	0
MLIP-IT1	0.188768143
MLKL	1.531084746
MLLT1	9.346611682
MLLT10	4.384076689
MLLT10P1	0.185309796
MLLT10P2	0
MLLT11	22.05950544
MLLT3	1.185558683
MLLT6	2.867855231
MLN	0
MLNR	0.019592884
MLPH	0.881984857
MLST8	8.513019699
MLX	18.62135017
MLXIP	2.706016108
MLXIPL	0.610040617
MLYCD	0.510717053
MMAA	1.255361018
MMAB	5.654011036
MMACHC	1.42096503
MMADHC	60.63909948
MMD	6.838730557
MMD2	0
MME	1.652859356
MME-AS1	0
MMEL1	0.404172041
MMGT1	16.16423933
MMP1	463.2939605
MMP10	38.42943578
MMP11	10.51035201
MMP12	27.72131702
MMP13	4.505630477
MMP14	93.54039134
MMP15	6.476784932
MMP16	0.166312291
MMP17	0.32141042
MMP19	1.543203813
MMP2	90.87227239
MMP20	0
MMP21	0
MMP23A	0.167088577
MMP23B	0.07155662
MMP24	0.22548684
MMP24OS	6.088783792
MMP25	0.52952072
MMP25-AS1	0.48511726
MMP26	0
MMP27	0.025379596
MMP28	0.925835749
MMP2-AS1	0.160234873
MMP3	15.646372
MMP7	10.5023509
MMP8	0.197706902
MMP9	8.06414922
MMRN1	1.453891554
MMRN2	1.033100373
MMS19	4.67332992
MMS22L	0.77639983
MN1	0.621641738
MNAT1	9.791884667
MND1	3.401469691
MNDA	5.718143691
MNS1	0.416873034
MNT	1.835688007
MNX1	0.023108599
MNX1-AS1	1.702322358
MNX1-AS2	0
MOAP1	9.319833683
MOB1A	44.26901387
MOB1AP1	0
MOB1AP2	0
MOB1B	1.54739259
MOB2	5.270993169
MOB3A	13.89600148
MOB3B	1.500311196
MOB3C	10.66878235
MOB4	7.594595867
MOBP	0.02890889
MOCOS	7.872848753
MOCS1	1.731289178
MOCS1P1	0.015059295
MOCS2	4.61680393
MOCS3	2.481757626
MOG	0
MOGAT1	0
MOGAT2	0.011730168
MOGAT3	0
MOGS	28.47914741
MOK	0.452038746
MON1A	2.212227685
MON1B	3.745195855
MON2	3.042406364
MORC1	0
MORC1-AS1	0
MORC2	9.06164308
MORC2-AS1	0.0720611
MORC3	5.762041522
MORC4	10.05502274
MORF4	0.050001201
MORF4L1	65.15767112
MORF4L1P1	17.74853913
MORF4L1P3	0.025553245
MORF4L1P4	0
MORF4L1P5	0
MORF4L1P6	0
MORF4L1P7	0
MORF4L2	256.2962538
MORF4L2-AS1	0.116373841
MORF4L2P1	0.028293221
MORN1	0.173442907
MORN2	7.083344663
MORN3	0.044068745
MORN4	1.265963934
MORN5	0.727148806
MOS	0
MOSMO	3.041387182
